id,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
7084,INV8083,S790,Marker,32,2025-12-16,81.2,C370,India
7085,INV8084,S634,Notebook,44,2025-09-20,25.38,C536,UK
7086,INV8085,S116,Notebook,2,2025-08-02,11.84,C855,Germany
7087,INV8086,S326,Pencil,18,2025-01-09,54.08,C597,UK
7088,INV8087,S191,Pen,47,2025-02-28,97.6,C568,USA
7089,INV8088,S532,Pen,19,2025-03-22,73.47,C445,Germany
7090,INV8089,S748,Eraser,49,2025-07-10,24.49,C508,Germany
7091,INV8090,S815,Notebook,32,2025-10-28,59.46,C992,India
7092,INV8091,S682,Marker,18,2025-08-08,39.96,C181,India
7093,INV8092,S459,Ruler,19,2025-05-28,1.98,C800,UK
7094,INV8093,S966,Ruler,38,2025-08-15,46.45,C863,USA
7095,INV8094,S759,Pen,21,2025-09-27,23.72,C166,USA
7096,INV8095,S764,Eraser,7,2025-01-15,74.93,C273,UK
7097,INV8096,S333,Eraser,3,2025-04-12,54.03,C251,France
7098,INV8097,S887,Pen,28,2025-02-06,7.75,C486,France
7099,INV8098,S309,Ruler,5,2025-12-29,51.55,C445,UK
7100,INV8099,S806,Stapler,11,2025-02-23,47.39,C785,USA
7101,INV8100,S370,Stapler,21,2025-04-15,72.49,C398,India
7102,INV8101,S120,Ruler,9,2025-01-03,2.42,C960,UK
7103,INV8102,S869,Notebook,49,2025-08-27,27.53,C926,Germany
7104,INV8103,S474,Pencil,14,2025-08-17,19.44,C329,Germany
7105,INV8104,S727,Ruler,23,2025-10-13,88.68,C768,Germany
7106,INV8105,S642,Pencil,32,2025-08-09,61.7,C647,UK
7107,INV8106,S794,Notebook,41,2025-06-17,96.08,C856,India
7108,INV8107,S964,Notebook,24,2025-02-18,62.93,C304,USA
7109,INV8108,S795,Eraser,11,2025-10-19,61.15,C869,France
7110,INV8109,S964,Notebook,19,2025-04-12,7.82,C349,UK
7111,INV8110,S515,Notebook,42,2025-08-24,87.83,C174,USA
7112,INV8111,S435,Pen,11,2025-10-07,16.9,C166,France
7113,INV8112,S463,Ruler,18,2025-05-03,79.71,C513,UK
7114,INV8113,S334,Pen,24,2025-09-20,34.81,C149,France
7115,INV8114,S407,Stapler,25,2025-08-31,35.79,C378,France
7116,INV8115,S949,Eraser,27,2025-06-23,21.95,C970,USA
7117,INV8116,S621,Notebook,13,2025-08-19,62.4,C109,France
7118,INV8117,S803,Pen,43,2025-08-19,14.66,C203,USA
7119,INV8118,S922,Pencil,49,2025-12-29,12.84,C553,India
7120,INV8119,S105,Eraser,28,2025-10-13,6.22,C771,France
7121,INV8120,S835,Marker,20,2025-06-25,19.71,C776,Germany
7122,INV8121,S563,Notebook,36,2025-05-29,50.06,C127,India
7123,INV8122,S786,Marker,24,2025-07-13,88.63,C312,USA
7124,INV8123,S969,Stapler,16,2025-09-12,17.58,C911,India
7125,INV8124,S640,Marker,35,2025-02-04,7.52,C398,France
7126,INV8125,S224,Pen,41,2025-11-30,69.04,C105,Germany
7127,INV8126,S582,Notebook,25,2025-05-28,8.56,C755,France
7128,INV8127,S296,Pen,34,2025-01-02,14.77,C114,France
7129,INV8128,S884,Ruler,17,2025-07-06,50.42,C641,India
7130,INV8129,S175,Stapler,44,2025-11-02,4.06,C163,UK
7131,INV8130,S255,Pencil,34,2025-01-14,70.19,C408,USA
7132,INV8131,S863,Pen,24,2025-03-31,8.17,C124,Germany
7133,INV8132,S978,Marker,13,2025-11-09,85.93,C806,India
7134,INV8133,S303,Marker,46,2025-12-05,30.28,C937,France
7135,INV8134,S930,Eraser,36,2025-03-07,88.13,C882,USA
7136,INV8135,S872,Ruler,14,2025-01-02,94.34,C399,USA
7137,INV8136,S418,Eraser,1,2025-01-15,92.62,C730,France
7138,INV8137,S209,Pen,15,2025-05-04,34.82,C547,France
7139,INV8138,S983,Pencil,43,2025-09-27,30.3,C631,India
7140,INV8139,S287,Pencil,30,2025-07-31,3.87,C492,India
7141,INV8140,S606,Notebook,28,2025-11-18,45.6,C784,USA
7142,INV8141,S843,Stapler,25,2025-02-26,28.1,C522,India
7143,INV8142,S447,Marker,21,2025-04-01,90.23,C829,Germany
7144,INV8143,S423,Pen,38,2025-11-12,12.25,C379,USA
7145,INV8144,S373,Ruler,44,2025-03-04,14.14,C762,UK
7146,INV8145,S179,Stapler,7,2025-06-20,2.73,C268,India
7147,INV8146,S139,Ruler,13,2025-07-30,51.65,C136,Germany
7148,INV8147,S167,Pen,37,2025-09-22,97.07,C199,India
7149,INV8148,S719,Stapler,34,2025-03-28,14.39,C752,France
7150,INV8149,S407,Pencil,6,2025-11-05,1.59,C101,France
7151,INV8150,S921,Pen,12,2025-09-04,83.45,C490,USA
7152,INV8151,S401,Marker,34,2025-04-23,98.41,C267,France
7153,INV8152,S829,Pencil,33,2025-09-14,86.71,C947,UK
7154,INV8153,S802,Notebook,24,2025-06-13,3.54,C518,France
7155,INV8154,S323,Pen,25,2025-03-16,62.64,C574,Germany
7156,INV8155,S894,Notebook,42,2025-09-23,53.61,C963,India
7157,INV8156,S817,Marker,17,2025-08-16,32.4,C649,USA
7158,INV8157,S261,Marker,21,2025-07-23,49.39,C606,India
7159,INV8158,S556,Notebook,1,2025-06-19,50.47,C923,USA
7160,INV8159,S515,Pen,50,2025-10-19,97.36,C442,Germany
7161,INV8160,S595,Notebook,33,2025-09-25,68.8,C437,USA
7162,INV8161,S291,Stapler,6,2026-01-01,82.73,C152,UK
7163,INV8162,S257,Marker,50,2025-10-24,61.9,C733,Germany
7164,INV8163,S804,Marker,3,2025-04-03,67.09,C764,USA
7165,INV8164,S575,Notebook,20,2025-02-19,51.53,C160,Germany
7166,INV8165,S814,Notebook,45,2025-02-27,28.65,C759,UK
7167,INV8166,S157,Ruler,2,2025-01-01,89.41,C359,UK
7168,INV8167,S552,Pen,22,2025-10-15,82.94,C792,France
7169,INV8168,S652,Ruler,3,2025-08-01,26.4,C755,India
7170,INV8169,S783,Pencil,20,2025-01-10,70.26,C194,India
7171,INV8170,S495,Pencil,17,2025-07-31,73.03,C550,UK
7172,INV8171,S270,Pen,10,2025-09-24,53.92,C588,India
7173,INV8172,S919,Pen,8,2025-12-08,59.12,C938,Germany
7174,INV8173,S250,Stapler,3,2025-01-26,35.19,C331,India
7175,INV8174,S848,Marker,9,2025-08-01,16.71,C958,Germany
7176,INV8175,S602,Marker,12,2025-09-12,59.78,C827,India
7177,INV8176,S240,Marker,3,2025-12-03,26.27,C692,France
7178,INV8177,S331,Pencil,36,2025-03-24,77.53,C246,UK
7179,INV8178,S749,Stapler,15,2025-12-11,14.27,C892,UK
7180,INV8179,S365,Pen,46,2025-05-08,45.04,C681,France
7181,INV8180,S476,Eraser,11,2025-08-13,48.98,C943,Germany
7182,INV8181,S898,Ruler,33,2025-09-07,92.33,C469,Germany
7183,INV8182,S924,Pen,23,2025-04-07,59.65,C288,France
7184,INV8183,S330,Stapler,47,2025-05-28,15.5,C565,Germany
7185,INV8184,S683,Pen,25,2025-09-14,85.9,C194,USA
7186,INV8185,S197,Marker,8,2025-09-15,13.93,C889,India
7187,INV8186,S449,Pencil,41,2025-02-17,49.02,C310,France
7188,INV8187,S694,Pencil,41,2025-05-03,65.22,C938,France
7189,INV8188,S308,Stapler,1,2025-05-28,97.12,C965,UK
7190,INV8189,S238,Eraser,22,2025-02-06,48.98,C808,USA
7191,INV8190,S701,Eraser,46,2025-03-06,86.94,C600,USA
7192,INV8191,S576,Ruler,15,2025-07-28,43.05,C175,UK
7193,INV8192,S310,Stapler,27,2025-03-03,75.16,C591,USA
7194,INV8193,S180,Pencil,27,2025-01-15,94.0,C101,India
7195,INV8194,S650,Marker,43,2025-07-25,65.57,C736,UK
7196,INV8195,S835,Pen,39,2025-05-10,10.58,C821,Germany
7197,INV8196,S799,Pencil,31,2025-06-06,37.86,C799,Germany
7198,INV8197,S534,Eraser,47,2025-03-18,71.71,C867,USA
7199,INV8198,S757,Notebook,34,2025-03-18,1.62,C949,Germany
7200,INV8199,S774,Ruler,19,2025-03-16,14.9,C775,France
7201,INV8200,S935,Notebook,1,2025-06-20,25.71,C700,India
7202,INV8201,S499,Notebook,48,2025-11-18,87.94,C306,France
7203,INV8202,S270,Stapler,36,2025-05-12,77.72,C977,France
7204,INV8203,S290,Stapler,35,2025-10-21,47.68,C567,UK
7205,INV8204,S346,Marker,5,2025-01-27,19.24,C252,India
7206,INV8205,S550,Pencil,19,2025-11-05,24.93,C277,USA
7207,INV8206,S708,Notebook,37,2025-10-23,88.93,C734,UK
7208,INV8207,S847,Pen,8,2025-08-14,39.26,C380,UK
7209,INV8208,S620,Pencil,7,2025-11-16,72.73,C977,USA
7210,INV8209,S737,Pencil,39,2025-04-23,92.87,C229,Germany
7211,INV8210,S554,Notebook,9,2025-11-05,23.79,C419,France
7212,INV8211,S390,Ruler,49,2025-04-29,28.95,C377,Germany
7213,INV8212,S351,Pen,43,2025-10-15,67.16,C713,France
7214,INV8213,S654,Pencil,44,2025-12-19,51.57,C217,Germany
7215,INV8214,S888,Pencil,41,2025-04-29,93.08,C131,UK
7216,INV8215,S810,Notebook,35,2025-03-05,45.0,C855,Germany
7217,INV8216,S127,Marker,16,2025-06-20,77.93,C144,UK
7218,INV8217,S722,Pen,10,2025-12-05,49.25,C775,USA
7219,INV8218,S537,Notebook,30,2025-07-19,95.02,C638,France
7220,INV8219,S607,Notebook,37,2025-04-20,34.55,C398,France
7221,INV8220,S988,Stapler,46,2025-05-24,83.27,C939,UK
7222,INV8221,S404,Ruler,8,2025-06-02,12.42,C875,India
7223,INV8222,S362,Stapler,47,2025-01-24,11.14,C365,Germany
7224,INV8223,S997,Marker,11,2025-08-10,86.0,C692,USA
7225,INV8224,S895,Marker,11,2025-08-31,20.91,C601,UK
7226,INV8225,S685,Pencil,45,2026-01-01,34.17,C279,India
7227,INV8226,S532,Marker,13,2025-12-21,54.68,C642,UK
7228,INV8227,S185,Eraser,38,2025-01-27,73.8,C689,France
7229,INV8228,S369,Marker,15,2025-03-30,15.78,C708,India
7230,INV8229,S483,Pencil,38,2025-01-21,75.99,C124,India
7231,INV8230,S944,Pencil,13,2025-05-31,71.78,C596,UK
7232,INV8231,S104,Pencil,23,2025-11-16,59.19,C927,USA
7233,INV8232,S632,Pencil,20,2025-10-05,60.95,C875,India
7234,INV8233,S564,Notebook,20,2025-04-06,77.4,C810,USA
7235,INV8234,S769,Marker,32,2025-11-06,93.0,C334,Germany
7236,INV8235,S980,Pencil,26,2025-07-28,10.74,C449,Germany
7237,INV8236,S672,Marker,45,2025-03-31,42.62,C754,France
7238,INV8237,S926,Notebook,42,2025-10-22,77.96,C783,India
7239,INV8238,S381,Notebook,40,2025-11-16,42.18,C527,UK
7240,INV8239,S907,Pen,27,2025-04-24,88.07,C118,USA
7241,INV8240,S596,Notebook,48,2025-08-15,43.26,C790,France
7242,INV8241,S442,Stapler,49,2025-04-28,74.19,C825,Germany
7243,INV8242,S179,Pen,1,2025-11-01,36.21,C278,UK
7244,INV8243,S565,Eraser,16,2025-07-08,87.07,C268,Germany
7245,INV8244,S560,Marker,48,2025-06-30,88.44,C795,India
7246,INV8245,S109,Pencil,40,2025-11-13,65.12,C734,USA
7247,INV8246,S815,Pencil,37,2025-06-02,3.83,C962,France
7248,INV8247,S393,Pencil,8,2025-08-30,17.24,C669,UK
7249,INV8248,S105,Ruler,47,2025-12-01,70.16,C993,USA
7250,INV8249,S654,Stapler,22,2025-02-10,97.44,C551,Germany
7251,INV8250,S427,Ruler,5,2025-07-15,66.86,C729,UK
7252,INV8251,S234,Ruler,32,2025-09-09,73.1,C671,UK
7253,INV8252,S803,Stapler,31,2025-01-14,99.44,C721,Germany
7254,INV8253,S846,Eraser,5,2026-01-01,60.34,C471,France
7255,INV8254,S191,Pen,37,2025-08-28,78.44,C883,USA
7256,INV8255,S251,Stapler,8,2025-07-14,96.94,C179,UK
7257,INV8256,S682,Notebook,25,2025-10-27,76.42,C878,Germany
7258,INV8257,S238,Ruler,21,2025-02-07,1.96,C627,India
7259,INV8258,S170,Marker,33,2025-09-16,5.66,C392,India
7260,INV8259,S537,Pen,34,2025-06-06,62.51,C140,Germany
7261,INV8260,S433,Stapler,18,2025-07-28,77.87,C299,Germany
7262,INV8261,S232,Marker,1,2025-08-04,12.93,C112,UK
7263,INV8262,S411,Pencil,12,2025-01-23,77.38,C381,India
7264,INV8263,S433,Ruler,32,2025-04-14,7.08,C899,USA
7265,INV8264,S728,Pen,22,2025-04-12,38.3,C681,France
7266,INV8265,S566,Notebook,37,2025-10-12,49.34,C321,Germany
7267,INV8266,S288,Pen,34,2025-09-19,14.83,C978,USA
7268,INV8267,S357,Ruler,43,2025-07-04,7.27,C196,UK
7269,INV8268,S300,Pen,39,2025-11-30,19.71,C529,Germany
7270,INV8269,S177,Notebook,15,2025-10-14,20.56,C749,USA
7271,INV8270,S751,Eraser,46,2025-10-22,73.51,C220,UK
7272,INV8271,S872,Eraser,35,2025-09-01,80.24,C159,India
7273,INV8272,S223,Ruler,21,2025-11-20,28.08,C759,India
7274,INV8273,S588,Stapler,42,2025-02-24,91.64,C105,Germany
7275,INV8274,S538,Pencil,18,2025-02-17,60.67,C580,Germany
7276,INV8275,S894,Marker,18,2025-04-27,13.27,C792,India
7277,INV8276,S785,Marker,22,2025-02-07,88.89,C994,Germany
7278,INV8277,S640,Notebook,19,2025-08-12,18.76,C759,USA
7279,INV8278,S408,Marker,39,2025-05-21,77.92,C391,France
7280,INV8279,S766,Eraser,27,2025-12-14,94.06,C515,UK
7281,INV8280,S898,Eraser,5,2025-04-13,44.16,C999,USA
7282,INV8281,S750,Ruler,25,2025-05-18,74.74,C700,Germany
7283,INV8282,S685,Pen,25,2025-06-02,82.22,C369,Germany
7284,INV8283,S239,Marker,12,2025-12-04,87.62,C972,India
7285,INV8284,S198,Pen,47,2025-05-28,87.4,C207,UK
7286,INV8285,S394,Stapler,21,2025-05-22,5.11,C156,France
7287,INV8286,S597,Pen,34,2025-02-03,86.65,C531,France
7288,INV8287,S230,Ruler,5,2025-08-28,74.9,C137,India
7289,INV8288,S852,Eraser,27,2025-08-12,82.69,C955,Germany
7290,INV8289,S792,Notebook,2,2025-03-29,12.83,C921,Germany
7291,INV8290,S216,Ruler,2,2025-05-13,28.18,C935,USA
7292,INV8291,S842,Stapler,17,2025-04-09,29.12,C438,Germany
7293,INV8292,S669,Ruler,45,2025-11-20,46.44,C391,France
7294,INV8293,S747,Ruler,28,2025-06-17,98.68,C666,India
7295,INV8294,S157,Marker,12,2025-03-27,68.59,C918,India
7296,INV8295,S828,Notebook,41,2025-06-09,53.24,C528,USA
7297,INV8296,S353,Ruler,6,2025-05-07,77.84,C691,UK
7298,INV8297,S877,Pencil,21,2025-02-05,24.62,C913,Germany
7299,INV8298,S945,Pen,6,2025-09-11,90.39,C168,USA
7300,INV8299,S836,Marker,25,2025-04-20,75.98,C131,India
7301,INV8300,S661,Pencil,21,2025-12-15,37.57,C638,UK
7302,INV8301,S800,Stapler,10,2025-07-20,87.56,C193,Germany
7303,INV8302,S946,Marker,7,2025-08-19,35.15,C646,Germany
7304,INV8303,S138,Pencil,30,2025-01-18,71.99,C452,Germany
7305,INV8304,S371,Stapler,45,2025-07-22,35.36,C228,Germany
7306,INV8305,S184,Marker,45,2025-10-06,56.53,C944,France
7307,INV8306,S612,Pencil,7,2025-01-30,87.76,C166,Germany
7308,INV8307,S178,Pencil,35,2025-10-27,87.96,C232,UK
7309,INV8308,S505,Pen,4,2025-09-16,23.14,C444,France
7310,INV8309,S559,Stapler,5,2025-03-11,96.03,C723,Germany
7311,INV8310,S821,Marker,39,2025-05-15,34.31,C991,Germany
7312,INV8311,S863,Marker,34,2025-03-15,55.74,C739,Germany
7313,INV8312,S586,Eraser,16,2025-03-31,85.27,C467,India
7314,INV8313,S921,Notebook,1,2025-04-29,25.51,C582,Germany
7315,INV8314,S421,Ruler,44,2025-09-04,67.51,C409,India
7316,INV8315,S148,Stapler,34,2025-11-29,68.66,C828,UK
7317,INV8316,S233,Ruler,16,2025-09-04,17.13,C701,Germany
7318,INV8317,S733,Notebook,38,2025-12-20,94.48,C129,Germany
7319,INV8318,S198,Notebook,10,2025-08-11,60.7,C379,UK
7320,INV8319,S941,Eraser,42,2025-05-04,94.36,C330,India
7321,INV8320,S618,Ruler,19,2025-02-10,80.74,C362,USA
7322,INV8321,S151,Notebook,43,2025-10-21,27.48,C902,India
7323,INV8322,S347,Ruler,42,2025-04-20,90.28,C675,France
7324,INV8323,S270,Pencil,6,2025-03-09,29.75,C610,India
7325,INV8324,S427,Pencil,33,2025-03-03,64.59,C424,Germany
7326,INV8325,S211,Stapler,18,2025-07-09,53.47,C139,India
7327,INV8326,S509,Ruler,45,2025-02-13,69.78,C591,USA
7328,INV8327,S793,Pencil,25,2025-02-03,29.46,C917,India
7329,INV8328,S686,Eraser,48,2025-10-19,68.78,C307,UK
7330,INV8329,S822,Notebook,8,2025-08-11,55.63,C311,UK
7331,INV8330,S456,Pen,33,2025-12-18,37.47,C234,USA
7332,INV8331,S610,Pencil,21,2025-11-15,61.96,C721,UK
7333,INV8332,S212,Notebook,17,2025-07-09,29.1,C214,Germany
7334,INV8333,S596,Pen,15,2025-10-30,33.77,C871,France
7335,INV8334,S965,Marker,1,2025-08-31,56.13,C151,USA
7336,INV8335,S702,Ruler,26,2025-11-02,39.78,C124,France
7337,INV8336,S502,Eraser,17,2025-03-28,68.36,C779,USA
7338,INV8337,S757,Notebook,41,2025-04-27,11.9,C476,USA
7339,INV8338,S777,Pencil,7,2025-05-27,40.45,C735,India
7340,INV8339,S509,Marker,34,2025-08-05,82.41,C136,India
7341,INV8340,S521,Pencil,15,2025-02-05,71.06,C939,India
7342,INV8341,S233,Pencil,3,2025-06-08,64.21,C399,UK
7343,INV8342,S422,Pencil,28,2025-11-04,27.69,C614,UK
7344,INV8343,S764,Ruler,27,2025-10-10,32.5,C906,France
7345,INV8344,S862,Marker,36,2025-03-07,8.83,C967,India
7346,INV8345,S902,Notebook,10,2025-12-28,80.05,C495,USA
7347,INV8346,S103,Ruler,36,2025-12-17,47.35,C346,Germany
7348,INV8347,S872,Stapler,35,2025-01-06,7.93,C894,France
7349,INV8348,S283,Ruler,21,2025-05-25,26.36,C981,UK
7350,INV8349,S190,Notebook,24,2025-11-20,21.69,C924,Germany
7351,INV8350,S300,Pen,17,2025-12-31,14.43,C746,France
7352,INV8351,S695,Pencil,47,2025-02-19,54.21,C137,Germany
7353,INV8352,S803,Pen,43,2025-04-27,82.35,C268,Germany
7354,INV8353,S993,Notebook,26,2025-08-12,14.31,C486,France
7355,INV8354,S383,Pencil,47,2025-10-14,90.08,C649,USA
7356,INV8355,S149,Marker,28,2025-12-31,69.06,C515,India
7357,INV8356,S665,Marker,44,2025-08-06,22.21,C916,Germany
7358,INV8357,S505,Pencil,16,2025-07-01,13.77,C328,France
7359,INV8358,S402,Marker,11,2025-11-15,71.88,C852,India
7360,INV8359,S529,Notebook,47,2025-11-12,79.29,C113,France
7361,INV8360,S800,Pen,35,2025-04-08,47.36,C928,India
7362,INV8361,S358,Notebook,9,2025-09-18,92.38,C482,USA
7363,INV8362,S547,Pen,31,2025-01-02,60.27,C401,Germany
7364,INV8363,S399,Eraser,15,2025-09-28,40.74,C545,France
7365,INV8364,S326,Pen,20,2025-03-02,37.05,C129,Germany
7366,INV8365,S126,Eraser,48,2025-09-03,61.05,C636,France
7367,INV8366,S667,Notebook,16,2025-09-30,94.6,C649,India
7368,INV8367,S267,Ruler,5,2025-11-07,60.29,C871,France
7369,INV8368,S655,Ruler,8,2025-04-28,58.82,C916,USA
7370,INV8369,S472,Eraser,23,2025-11-06,10.73,C439,France
7371,INV8370,S289,Ruler,27,2025-07-07,88.46,C421,UK
7372,INV8371,S478,Notebook,42,2025-01-23,58.67,C980,India
7373,INV8372,S177,Ruler,24,2025-04-05,40.51,C599,India
7374,INV8373,S166,Notebook,23,2025-04-28,64.07,C786,Germany
7375,INV8374,S456,Ruler,16,2025-12-22,21.59,C389,Germany
7376,INV8375,S496,Eraser,45,2025-05-24,33.6,C252,Germany
7377,INV8376,S582,Marker,10,2025-01-25,16.86,C977,France
7378,INV8377,S363,Pencil,16,2025-06-29,67.23,C186,Germany
7379,INV8378,S659,Pen,12,2025-10-18,30.58,C783,France
7380,INV8379,S252,Pencil,15,2025-01-26,96.74,C273,France
7381,INV8380,S137,Ruler,18,2025-07-19,9.88,C690,India
7382,INV8381,S741,Eraser,19,2025-11-25,90.06,C849,Germany
7383,INV8382,S579,Pencil,33,2025-01-19,70.49,C439,Germany
7384,INV8383,S981,Pen,31,2025-01-02,19.38,C455,India
7385,INV8384,S482,Ruler,44,2025-07-20,9.65,C106,UK
7386,INV8385,S401,Notebook,40,2025-10-02,34.19,C448,USA
7387,INV8386,S973,Pen,3,2025-05-09,32.17,C747,France
7388,INV8387,S989,Notebook,40,2025-02-08,81.93,C938,Germany
7389,INV8388,S821,Pen,29,2025-07-01,20.64,C970,UK
7390,INV8389,S322,Eraser,18,2025-10-16,98.23,C480,Germany
7391,INV8390,S654,Stapler,36,2025-01-05,89.17,C236,India
7392,INV8391,S839,Ruler,48,2025-11-07,47.46,C370,UK
7393,INV8392,S922,Stapler,3,2025-07-07,6.11,C991,India
7394,INV8393,S672,Marker,24,2025-12-25,67.81,C386,India
7395,INV8394,S157,Pen,17,2025-05-16,38.47,C157,Germany
7396,INV8395,S201,Pen,23,2025-01-10,33.72,C355,USA
7397,INV8396,S442,Marker,42,2025-03-27,90.01,C214,UK
7398,INV8397,S421,Pencil,39,2025-09-10,90.43,C149,USA
7399,INV8398,S947,Marker,35,2025-04-27,41.21,C217,France
7400,INV8399,S678,Eraser,27,2025-06-26,76.86,C767,Germany
7401,INV8400,S887,Ruler,24,2025-10-28,18.11,C244,Germany
7402,INV8401,S778,Pen,46,2025-06-11,37.72,C718,UK
7403,INV8402,S769,Marker,45,2025-12-29,62.14,C326,UK
7404,INV8403,S529,Marker,38,2025-08-10,65.2,C504,India
7405,INV8404,S812,Marker,37,2025-03-27,48.14,C928,France
7406,INV8405,S133,Eraser,48,2025-03-21,36.51,C284,India
7407,INV8406,S854,Notebook,32,2025-09-22,72.68,C401,India
7408,INV8407,S787,Marker,26,2025-10-24,56.38,C890,UK
7409,INV8408,S703,Pen,27,2025-02-23,35.46,C233,Germany
7410,INV8409,S530,Notebook,17,2025-05-09,82.47,C241,India
7411,INV8410,S531,Eraser,2,2025-01-15,47.8,C964,France
7412,INV8411,S516,Ruler,23,2025-02-25,76.31,C182,France
7413,INV8412,S387,Stapler,7,2025-10-21,78.99,C527,Germany
7414,INV8413,S794,Ruler,20,2025-07-24,63.83,C374,Germany
7415,INV8414,S567,Eraser,12,2025-09-26,29.23,C773,USA
7416,INV8415,S708,Notebook,19,2025-08-21,79.09,C171,USA
7417,INV8416,S540,Eraser,36,2025-01-17,42.76,C778,India
7418,INV8417,S368,Ruler,43,2025-11-01,72.87,C700,India
7419,INV8418,S809,Eraser,23,2025-09-02,27.57,C990,UK
7420,INV8419,S226,Ruler,18,2025-12-24,75.76,C504,Germany
7421,INV8420,S153,Notebook,3,2025-12-22,56.95,C721,India
7422,INV8421,S545,Marker,43,2025-08-25,49.05,C677,India
7423,INV8422,S174,Notebook,40,2025-03-22,59.94,C115,India
7424,INV8423,S928,Pen,41,2025-06-17,31.28,C703,India
7425,INV8424,S845,Stapler,30,2025-07-13,75.66,C205,France
7426,INV8425,S386,Stapler,9,2025-09-16,90.59,C946,USA
7427,INV8426,S822,Ruler,32,2025-03-22,59.89,C993,India
7428,INV8427,S524,Marker,5,2025-02-14,14.62,C458,Germany
7429,INV8428,S222,Pen,7,2025-09-10,62.12,C252,France
7430,INV8429,S674,Stapler,23,2025-03-15,43.75,C765,India
7431,INV8430,S799,Eraser,24,2025-03-06,83.59,C771,UK
7432,INV8431,S755,Stapler,43,2025-03-10,76.62,C340,Germany
7433,INV8432,S733,Notebook,27,2025-06-14,68.73,C550,France
7434,INV8433,S804,Pen,24,2025-06-06,93.05,C700,France
7435,INV8434,S803,Notebook,44,2025-09-19,15.61,C852,France
7436,INV8435,S980,Pen,23,2025-11-25,19.07,C508,UK
7437,INV8436,S567,Stapler,9,2025-04-08,24.11,C529,France
7438,INV8437,S692,Eraser,15,2025-08-06,26.64,C140,France
7439,INV8438,S689,Stapler,28,2025-03-01,98.6,C641,India
7440,INV8439,S642,Ruler,24,2025-08-26,55.04,C621,UK
7441,INV8440,S493,Pencil,38,2025-07-20,72.56,C623,UK
7442,INV8441,S679,Pen,39,2025-09-10,97.07,C411,Germany
7443,INV8442,S930,Stapler,47,2025-02-09,30.14,C868,UK
7444,INV8443,S540,Eraser,15,2025-02-18,10.85,C377,UK
7445,INV8444,S542,Pencil,17,2025-02-22,57.87,C320,France
7446,INV8445,S162,Pencil,49,2025-10-04,31.19,C642,India
7447,INV8446,S538,Marker,31,2025-02-24,48.76,C451,USA
7448,INV8447,S276,Eraser,5,2025-06-25,98.65,C988,India
7449,INV8448,S934,Marker,2,2025-12-08,94.62,C660,Germany
7450,INV8449,S104,Pen,34,2025-12-12,22.09,C129,Germany
7451,INV8450,S511,Stapler,36,2025-02-27,67.45,C816,UK
7452,INV8451,S175,Ruler,30,2025-12-21,86.61,C264,USA
7453,INV8452,S139,Eraser,28,2025-09-06,85.75,C355,Germany
7454,INV8453,S119,Pencil,41,2025-01-28,69.44,C585,France
7455,INV8454,S560,Pen,20,2025-07-01,33.99,C132,UK
7456,INV8455,S970,Marker,8,2025-10-13,33.34,C978,France
7457,INV8456,S146,Pencil,8,2025-11-05,86.33,C166,Germany
7458,INV8457,S887,Marker,23,2025-11-26,78.33,C835,Germany
7459,INV8458,S197,Pen,25,2025-10-08,52.54,C792,USA
7460,INV8459,S963,Ruler,39,2025-09-19,1.43,C967,India
7461,INV8460,S383,Notebook,38,2025-12-20,42.86,C156,France
7462,INV8461,S133,Ruler,8,2025-02-04,12.69,C704,France
7463,INV8462,S153,Pencil,2,2025-09-25,36.73,C803,USA
7464,INV8463,S344,Stapler,24,2025-08-25,71.83,C148,Germany
7465,INV8464,S328,Pencil,44,2025-04-29,77.66,C869,Germany
7466,INV8465,S268,Marker,2,2025-04-30,26.2,C797,USA
7467,INV8466,S544,Ruler,32,2025-08-15,90.11,C749,India
7468,INV8467,S606,Marker,14,2025-07-24,13.21,C504,France
7469,INV8468,S675,Stapler,48,2025-11-19,60.24,C335,USA
7470,INV8469,S987,Stapler,30,2025-05-25,92.9,C204,France
7471,INV8470,S727,Pen,13,2025-07-01,24.76,C959,USA
7472,INV8471,S942,Eraser,39,2025-02-28,58.89,C141,India
7473,INV8472,S448,Eraser,48,2025-06-21,77.18,C525,India
7474,INV8473,S975,Ruler,41,2025-06-24,26.33,C944,Germany
7475,INV8474,S334,Marker,27,2025-11-09,44.73,C282,UK
7476,INV8475,S211,Pencil,50,2025-02-06,39.11,C621,UK
7477,INV8476,S704,Ruler,14,2025-06-18,97.55,C417,USA
7478,INV8477,S617,Marker,40,2025-08-15,55.34,C106,India
7479,INV8478,S258,Pen,36,2025-01-13,60.28,C622,France
7480,INV8479,S382,Stapler,19,2025-10-12,27.72,C365,UK
7481,INV8480,S554,Notebook,44,2025-10-22,48.83,C382,UK
7482,INV8481,S847,Ruler,1,2025-04-08,91.53,C170,Germany
7483,INV8482,S470,Pencil,28,2025-12-15,51.21,C201,USA
7484,INV8483,S245,Ruler,5,2025-07-22,47.78,C711,USA
7485,INV8484,S892,Pen,47,2025-10-24,64.83,C398,USA
7486,INV8485,S894,Pen,1,2025-09-10,76.36,C517,USA
7487,INV8486,S171,Pencil,1,2025-08-22,35.51,C794,Germany
